French,English,sablés,biscuits
French,English,rigolo,funny
French,English,se vanter,to brag
French,English,noisette,hazelnut
French,English,messieurs-dames,ladies and gentlemen
French,English,jouvence,youth
French,English,même par,even in
French,English,retour aux sources,back to the roots
French,English,le frisson,the thrill
French,English,quadriller,to lockdown
French,English,au fur et à mesure que,gradually as
French,English,au fur et à mesure de,according to
French,English,endommager,to damage
French,English,un incontournable,a must-see
French,English,pour ma part,in my opinion
French,English,lorgner,to eye
French,English,arrière goût,aftertaste
French,English,bien moins bon,much worse
French,English,je le sens mal,I got a bad feeling
French,English,valoir le coup,to be worth it
French,English,bouchée,bite
French,English,déplace,uncalled for
French,English,thon,tuna
French,English,honneur aux dames,ladies First
French,English,la mie de pain,breadcrumbs
French,English,salé,salty
French,English,s'imprégner de,to immerse yourself
French,English,tout l'intérêt de,the relevance of
French,English,aussi intéressant que,as interesting as
French,English,pittoresque,picturesque
French,English,en quelque sorte,in a manner of speaking
French,English,l'artisanat,crafts
French,English,l'évêque,the bishop
French,English,frappé par la foudre,hit by lightning
French,English,les ruelles,alleys
French,English,mur d'enceinte,enclosure wall
French,English,sauter aux yeux,to catch the eye
French,English,depuis un moment,for a while
French,English,perché sur,perched on
French,English,verdoyant,verdant
French,English,atterrir,to land
French,English,un coucher de soleil,a sunset
French,English,en plein dans la nature,in the heart of nature
French,English,a ciel ouvert,open air
French,English,framboise,raspberry
French,English,cerner,to identify
French,English,les enjeux,issues
French,English,à la place de,instead of
French,English,au bout de,at the end of
French,English,la couronne,the crown
French,English,au dessus,above
French,English,un aigle,an eagle
French,English,l'écusson,the badge
French,English,accessoirement,incidentally
French,English,la rescousse,the rescue
French,English,anodin,harmless
French,English,accorder,to grant
French,English,mon rapport à,my relation to
French,English,une somme,a fee
French,English,autant de,as much
French,English,tout de même,after all
French,English,une fosse,a pit
French,English,une cuvette,a bowl
French,English,secher,to dry
French,English,pas n'importe quelles toilettes,not just any toilet
French,English,le principe,the principle
French,English,s'autonomiser par la pensée,empower yourself with thought
French,English,autonome,independent
French,English,favoriser,to promote
French,English,s'approcher,to approach
French,English,mauvaise herbes,weeds
French,English,vertus médicinales,medicinal properties
French,English,les gencives,the gums
French,English,nulle part ailleurs,nowhere else
French,English,foin,hay
French,English,la paille,straw
French,English,craintif,fearful
French,English,chèvres,goats
French,English,l'enclos,the enclosure
French,English,piments,peppers
French,English,sucré,sweet
French,English,mûr,ripe
French,English,potager,vegetable garden
French,English,arroser,to water
French,English,en fonction de,depending on
French,English,les pots,the pots
French,English,nain,dwarf
French,English,les poules,hens
French,English,un coq,a rooster
French,English,pincer,to pinch
French,English,bec,beak
French,English,l'oie,goose
French,English,poulailler,henhouse
French,English,faire pousser des fruits,to grow fruits
French,English,adhérent,member
French,English,une ferme,a farm
French,English,un lieu qui me tient à coeur,a place which is dear to my heart
French,English,imprenable,stunning
French,English,aménager,to furnish
French,English,se diriger vers,to head towards
French,English,un siège/place,a seat
French,English,édifier,to build
French,English,on va visiter quelques points,we are going to visit some spots
French,English,plus en plus,more and more
French,English,plus un discours est formel,the more formal the speech
French,English,facultatif,optional
French,English,vivement,strongly
French,English,en arrière,backward
French,English,porter ses fruits,to yield results
French,English,les cuisses,thighs
French,English,la taille,the waist
French,English,moulinet de pêche,fishing reel
French,English,plier,to fold/blend
French,English,se dépasser,to surpass oneself
French,English,en entier,in entirety
French,English,la marche suivante,the next step
French,English,a tel point que,to the extent that
French,English,en fin de journée,at the end of the day
French,English,dernièrement,recently
French,English,la routine matinale,the morning routine
French,English,se rincer,to rinse
French,English,le robinet coule,the tap is running
French,English,le robinet fuit,the tap is leaking
French,English,la brosse à dents,toothbrush
French,English,le dentifrice,toothpaste
French,English,les chaussons,slippers
French,English,bailler,to yawn
French,English,s'etirer,to stretch
French,English,dynamiser,to energize
French,English,s'attendre à,to expect
French,English,le chapiteau,the big tent
French,English,ça draine,it attracts
French,English,vu que,since/because
French,English,une nuit blanche,one sleepless night
French,English,serein,serene
French,English,rayonnant,radiant
French,English,aigri,embittered
French,English,à la chaîne,mass produced
French,English,décrier,to put down (emotionally)
French,English,un pari,a bet
French,English,ravageur,ravishing
French,English,le milieu social,the social environment
French,English,des rides,wrinkles
French,English,ça se trouve,maybe
French,English,chaux,lime
French,English,concevoir,to create
French,English,redoubler,to repeat the course
French,English,la manche,the sleeve
French,English,tordu,twisted
French,English,froisser,to ruffle
French,English,baver,to drool
French,English,par hasard,by chance
French,English,démarrer,to activate
French,English,se repérer,to find your way
French,English,un jour de congé,a day off
French,English,se marrer,to laugh
French,English,tais-toi,Shut up
French,English,au fur et à mesure,gradually
French,English,quand tout à coup,when all of a sudden
French,English,les santiags,cowboy boots
French,English,racaille,young style
French,English,combler le vide,fill the void
French,English,les déscolarisés,school dropouts
French,English,quel parfum,what flavor?
French,English,tu es typé?,are you non french origin?
French,English,grosso modo,roughly speaking
French,English,j'ai compris à peine,I barely understood
French,English,deuspi/2spi (speed),one sec!/real quick!
French,English,comme as (comme ça),like that
French,English,ché ap (je sais pas),I do not know
French,English,cheum (moche),ugly
French,English,téma! (mater),look!
French,English,turfu(futur),future
French,English,mifa (famille),family
French,English,québlo (bloqué),stuck
French,English,un bled,a village/a dump
French,English,laïque,secular
French,English,visiter,to inspect a place
French,English,être à deux doigts de faire quelque chose,to be on the verge of doing something
French,English,travailler au noir/etre payé au black,to be paid under the table
French,English,tenir au courant/etre au courant,to keep you posted/to be in the know
French,English,avoir la main verte,to be knowledgeable of plants
French,English,ça tombe bien,good timing
French,English,un tue l'amour,a love killer (kills the mood)
French,English,jeter un coup d'oeil,to take a look at
French,English,cracher,to spit/to talk badly about someone
French,English,y a R,there is nothing
French,English,une catin,a whore
French,English,Djadja,a liar (african french?)
French,English,une interrogation/une interro,a pop quiz
French,English,filer,to give (slang)
French,English,une tuerie,delicious
French,English,ringard,old fashion
French,English,pas terrible,horrible (slang)
French,English,terrible,amazing (slang)
French,English,j'ai pas mal bossé,I worked a good amount
French,English,assumer,to take responsibility/to rock it
French,English,le foutre,cum
French,English,la beu,weed
French,English,chiffre d'affaire,revenue
French,English,un vis,a screw
French,English,avoir la gueule de bois,to be hungover
French,English,balayer,to sweep
French,English,une fève,a lucky charm
French,English,fourrer,to stuff
French,English,éloigner,to ward off
French,English,armoire,cupboard/wardrobe
French,English,salé,savory
French,English,froment,wheat
French,English,la poêle,the pan
French,English,chandelle,candle
French,English,flambeau,torch
French,English,pâte,dough
French,English,tronçonner,to saw
French,English,devoir se rendre,to have to go
French,English,la coutume,the custom
French,English,une revendication,a demand
French,English,les syndicats,trade unions
French,English,déclarer sa flamme a quelqu'un,declare his love to someone
French,English,jour férié,public holiday
French,English,téméraire,reckless
French,English,viril,manly
French,English,surnom,nickname
French,English,les orphelins,the orphans
French,English,les veuves,widows
French,English,assister à concert,to attend a concert
French,English,etre décédé,to be dead
French,English,se recueillir,to engage in private prayer
French,English,douceurs,sweets
French,English,se déguiser,dress up
French,English,un festin,a feast
French,English,trôner,to sit in state
French,English,le sapin,christmas tree
French,English,méconnu,little known
French,English,pompier,firefighter
French,English,diffuser,spread/broadcast
French,English,malheur,bad luck
French,English,trèfle à 4 feuilles,4-leaf clover
French,English,se cogner la tête,to bump your head
French,English,un ouf,a crazy person
French,English,un bouquin,a book
French,English,casse-toi,get lost
French,English,de l'autre côté,on the other hand
French,English,aucun doute là-dessus,no doubt about it
French,English,la maternelle,Kindergarten
French,English,mamie,granny
French,English,au cours des ans,over the years
French,English,alors que,while
French,English,fécondité,fertility
French,English,au-delà de cette date,beyond this date
French,English,auprès de vous,with you
French,English,une moyenne de,an average of
French,English,faire pression,to lobby
French,English,la vinification,winemaking process
French,English,élaborer,to elaborate/create
French,English,à partir de cet instant,from now on
French,English,héberger,to harbor
French,English,favoriser de,to promote
French,English,inédite,unusual
French,English,le patrimoine,Heritage
French,English,lasser,to bore
French,English,mettre en lumière,to highlight
French,English,suite au,following the
French,English,la date est fixée,the date is set
French,English,biens publics,public property
French,English,tricher,to cheat
French,English,coup de foudre,love at first sight
French,English,ronger,to nibble
French,English,un rhume,a cold
French,English,être en colère,to be angry
French,English,la mariée,the bride
French,English,logiciel,software
French,English,calculer,to give someone attention
French,English,quiproquo,problem/misunderstanding
French,English,drah,a dispute
French,English,les bagarres,conflicts
French,English,à partir de maintenant,from now on
French,English,En revanche,On the other hand
French,English,requins,sharks
French,English,tuile,tile
French,English,les toits,the roofs
French,English,avoir bonne mine,to look healthy
French,English,ça ne fait rien,never mind
French,English,trépidant,hectic
French,English,faire gaffe,to be careful
French,English,faire tomber,to drop
French,English,papier sopalin,paper towel
French,English,une allumette,a match
French,English,marmite,cooking pot
French,English,argenterie,silverware
French,English,lardons,bacon
French,English,croquer,to munch
French,English,la tartine,the slice of bread
French,English,chauffer,to heat
French,English,le minuteur,the timer
French,English,grille-pain,toaster
French,English,rendre meilleur,to make better
French,English,poser,to lay
French,English,pourrir,to rot
French,English,n'ayez crainte,do not be afraid
French,English,je me suis rendu a,I went to
French,English,une toque,a chef hat
French,English,poivrons,peppers
French,English,la citrouille,pumpkin
French,English,l'ail,garlic
French,English,une poêle,a frying pan
French,English,tout de suite,right now
French,English,la salle de gym,the gym
French,English,empailler,to stuff
French,English,les canots,canoes
French,English,épeler,to spell
French,English,détruire,to destroy
French,English,les environs,the surroundings
French,English,une gaufre,a waffle
French,English,surplomber,to overhang
French,English,le bouclier,the shield
French,English,se ressourcer,to revitalise yourself
French,English,se situer,to be located
French,English,se poser,to land
French,English,se tenir,to stand
French,English,farouche,shy/wild
French,English,soupçonneux,suspicious
French,English,une télé-réalité,a reality show
French,English,dérangeant,disturbing
French,English,un rapport,an effect
French,English,sueur,sweat
French,English,poilu,hairy
French,English,tel que,such as
French,English,le béton,the concrete
French,English,un bigo,a burner phone
French,English,je suis maladroit,I am clumsy
French,English,détailler,to give detail
French,English,centimes,cents
French,English,les pièces,coins
French,English,mon portable,my cell phone
French,English,trottinette,scooter
French,English,beignet,donut
French,English,tartiner,to spread
French,English,la cabane,the shack
French,English,lever du soleil,Sunrise
French,English,coucher de soleil,sunset
French,English,une horloge,a clock
French,English,un socle,a base
French,English,mouillé,wet
French,English,lierre,ivy
French,English,un coquillage,a shell
French,English,de même que,as well as
French,English,éclaire,to light up
French,English,un lampadaire,a lamp post
French,English,les toiles d'araignée,spider webs
French,English,lié a,related to
French,English,àux alentours de,around
French,English,plan séquence,sequence shot
French,English,majestueusement,majestically
French,English,magie,magic
French,English,une voie,a path
French,English,une plaque d'égouts,a sewer plate
French,English,se servir de,to utilise
French,English,la rampe,the rail
French,English,luxuriant,lushious
French,English,s'eloigner de,to get away from
French,English,foncé,dark
French,English,si tant est que,provided that
French,English,se faire des passes au ballon,to throw around the ball
French,English,plus de peur que de mal,no harm done
French,English,les gratte-ciels,the skyscrapers
French,English,une fois de plus,once again
French,English,l'arrêt de bus,the bus stop
French,English,propriété,property
French,English,l'ombre,The shadow
French,English,déchet,waste
French,English,les habits,clothes
French,English,un briquet,a lighter
French,English,une licorne,a unicorn
French,English,demoiselle,young lady
French,English,éventer,to fan
French,English,se demander,to wonder
French,English,la vallée,The valley
French,English,les balades,the walks
French,English,le boule,the ball
French,English,pour l'instant,for the time being
French,English,rafraîchissant,refreshing
French,English,ailleurs,elsewhere
French,English,les coutumes,customs
French,English,splendide,splendid
French,English,le festin,feast
French,English,l'arrière,the rear
French,English,s'écrouler,to collapse
French,English,exprès,on purpose
French,English,la moyenne,the average
French,English,provisoirement,provisionally/temporarily
French,English,une aire,an area
French,English,aménager,to arrange (furniture-wise)
French,English,dépouiller,to strip
French,English,ferroviaire,Railway
French,English,décoller,to take off
French,English,l'écart,gap
French,English,hisser,to hoist
French,English,un sillage,a wake
French,English,un vaisseau,a vessel
French,English,une concertation,a consultation
French,English,raser,to shave
French,English,malin,clever
French,English,un allégement,a lightening
French,English,occasionner,to cause
French,English,agrandir,to enlarge
French,English,confiner,to confine
French,English,barbare,barbaric
French,English,ancrer,to anchor
French,English,atroce,atrocious
French,English,viable,workable
French,English,ajourner,to adjourn
French,English,un relevé,a statement
French,English,s'ensuivre,to ensue
French,English,un réveil,an alarm clock
French,English,ravager,to ravage
French,English,allouer,to allocate
French,English,sonder,to probe
French,English,réglementer,to regulate
French,English,inonder,to flood
French,English,s'empresser,to scurry
French,English,un voisinage,a neighborhood
French,English,le savoir-faire,the know-how
French,English,une bulle,a bubble
French,English,une crête,a crest/mohawk
French,English,un démarrage,a start up
French,English,la traite,trafficking/milking
French,English,traire,to milk
French,English,craquer,to crack
French,English,une case,a hut
French,English,militer pour,to advocate for
French,English,féroce,fierce
French,English,blindé,armored
French,English,le loyer,the rent
French,English,la rente,pension
French,English,une justesse,an accuracy
French,English,la foudre,lightning
French,English,un supplément,a premium
French,English,je suis enclin à parler avec toi,I am inclined to talk with you
French,English,un bond,a leap
French,English,un salaud,a bastard
French,English,l'affectation,the allocation
French,English,s'écrier,to exclaim/cry out
French,English,guetter,to look out
French,English,une détente,relaxation
French,English,la gâchette,the trigger
French,English,une embauche,a hiring
French,English,réitérer,to reiterate
French,English,le bétail,the cattle
French,English,une intimité,an intimacy
French,English,un puits,a well
French,English,nécessiter,to require
French,English,un aboutissement,an outcome
French,English,un convoi,a convoy
French,English,doré,golden
French,English,une serre,a greenhouse
French,English,un triomphe,a triumph
French,English,en contrepartie,in return
French,English,un repli,a withdrawal/regressiom
French,English,un mécontentement,a discontent
French,English,une navette,a shuttle
French,English,franchir le seuil,to cross the threshold
French,English,un foie,liver
French,English,le vieillesse,old age
French,English,renfermer,to contain
French,English,décharger,to unload
French,English,un ours,a bear
French,English,un dilemme,a dilemma
French,English,jadis,formerly
French,English,hormis,apart from
French,English,réprimer,to surpress
French,English,une boule,a ball
French,English,un orage,a thunderstorm
French,English,un chirurgien,a surgeon
French,English,notoire,notorious
French,English,périr,to perish
French,English,intimider,to intimidate
French,English,la cruauté,cruelty
French,English,un rocher,a rock
French,English,une visée,an aim
French,English,une retenue,a deduction
French,English,un licenciement,a dismissal
French,English,un boucher,a butcher
French,English,un exclu,an outcast
French,English,dévouer,to devote
French,English,une borne,a terminal
French,English,une foire,a fair
French,English,la milice,the militia
French,English,se vêtir,to dress yourself
French,English,une fillette,a little girl
French,English,un vieillard,an old man
French,English,décerner,to award
French,English,une croisière,a cruise
French,English,s'épanouir,to blossom
French,English,un poil,a hair (body)
French,English,escompter,to expect
French,English,odieux,heinous
French,English,l'éloge,praise
French,English,louanger,to praise
French,English,au regard de,In regards to
French,English,la planification,Planning
French,English,comique,comical
French,English,un guerrier,a warrior
French,English,camoufler,to camouflage
French,English,supplier,to beg
French,English,influer,to influence
French,English,lasser,to weary
French,English,le coût,the cost
French,English,néfaste,harmful
French,English,un cordon,a cord
French,English,hanter,to haunt
French,English,un fermier,a farmer
French,English,brouiller,to scramble
French,English,un poumon,a lung
French,English,emmerder,to hassle
French,English,pantalon,trousers
French,English,obséder,to obsess
French,English,être en plein essor,to be booming
French,English,une soif,a thirst
French,English,un détenteur,a holder
French,English,venger,"to revenge, vindicate"
French,English,mou,soft
French,English,une traversée,a crossing
French,English,un fléau,a plague
French,English,un débouché,an opening (figuratively)
French,English,raccorder,to plug
French,English,une prise de courant,A plug outlet
French,English,un renouveau,renewal
French,English,un emplacement,a location
French,English,un instituteur,a schoolteacher
French,English,enchaîner,to chain
French,English,les coulisses,behind the scenes/backstage
French,English,les ailes,wings
French,English,concrètement,in concrete terms
French,English,rayer,to scratch/scuff/cross out
French,English,éminent,renowned
French,English,relater,to recount
French,English,un bouleversement,an upheaval
French,English,équivaloir a,to equivalate to
French,English,les restes,Leftovers
French,English,le solde,The balance (payment)
French,English,un éventail,a range
French,English,une retombée,a fallout
French,English,incomber à,to be undertaken on
French,English,insensé,foolish
French,English,photographier,to photograph
French,English,le cadre,the framework
French,English,se baigner,to swim
French,English,baigner,to bathe
French,English,un fouet,a whip/batter
French,English,Un propriétaire foncier,A landowner
French,English,envelopper,to envelop
French,English,amer,bitter
French,English,un comte,a count (noble title)
French,English,déplaire,to displease
French,English,concrétiser,to carry out
French,English,une consigne,a deposit
French,English,un romancier,A novelist
French,English,dérober,to steal
French,English,se dérober à,to shy away from
French,English,un complot,a conspiracy plot
French,English,triompher,to triumph
French,English,borner,to limit
French,English,un douanier,a customs officer
French,English,une flèche,an arrow
French,English,l'orateur,the speaker
French,English,un concitoyen,a fellow citizen
French,English,appréhender,to apprehend/grasp
French,English,un chagrin,a grief
French,English,indigène,indigenous
French,English,un récepteur,a receiver
French,English,infiniment,infinitely
French,English,un seigneur,A lord
French,English,restituer,return/refund/restore
French,English,une merveille,a wonder
French,English,souterrain,underground
French,English,saisonnier,seasonal
French,English,assaisonner,to season
French,English,assurément,certainly
French,English,une ceinture,a belt
French,English,un versement,a deposit
French,English,éclater en sanglots,to burst into tears
French,English,éclater de rire,to burst out laughing
French,English,un enquêteur,investigator
French,English,flotter,to float
French,English,entrevoir,to glimpse
French,English,une fraude,fraud
French,English,un pneu,a tire
French,English,prévisible,predictable
French,English,un déclin,a decline
French,English,dissiper,to dissipate
French,English,la boue,mud
French,English,un cessez-le-feu,a ceasefire
French,English,passer la soie dentaire,to floss
French,English,sonore,sound
French,English,une gendarmerie,policeforce
French,English,nouer,to tie
French,English,contrarier,to annoy
French,English,un parquet,hardwood floor
French,English,opportun,timely
French,English,controversé,controversial
French,English,un parfum,a perfume
French,English,advenir,to befall
French,English,une tendresse,a tenderness
French,English,une tache,a stain
French,English,passionnant,exhilarating
French,English,répliquer,to counter (verbally)
French,English,véhiculer,to convoy
French,English,une fermeté,firmness
French,English,une trêve,a truce
French,English,un panier,a woven basket
French,English,entraver,to hinder
French,English,un/une gendarme,a policeman
French,English,une fiche,a form
French,English,renier,to disown
French,English,une sécheresse,a drought
French,English,un entraîneur,a trainer
French,English,un péché,a sin
French,English,relâcher,to release
French,English,en matière de,in terms of
French,English,une incitation,an incentive
French,English,une brèche,a breach
French,English,dissoudre,to dissolve
French,English,un soulagement,a relief
French,English,"un curé/prêtre,prêtresse","a priest, priestess"
French,English,y compris moi,including me
French,English,prochainement,shortly
French,English,un palier,a level (geography wise)
French,English,aucunement,in no way
French,English,itinéraire,itinerary
French,English,convenable,suitable
French,English,un report,a deferral
French,English,le voile,the veil
French,English,ôter,to remove
French,English,un coude,an elbow
French,English,sanglant,bloody
French,English,desservir,to serve
French,English,quiconque,anyone
French,English,imputer,to attribute
French,English,parer,to ward
French,English,un stupéfiant,a narcotic
French,English,une librairie,a bookstore
French,English,une insuffisance,an inadequacy
French,English,bannir,to banish
French,English,au delà de,Beyond
French,English,un repère,a landmark/benchmark
French,English,une évasion,an escape
French,English,affreux,frightful
French,English,une pendre la crémaillère,a housewarming
French,English,pendre,to hang
French,English,vigoureux,vigorous
French,English,piéger,to trap
French,English,un jumeau,a twin
French,English,sévir,to crack down
French,English,alourdir,to weigh down
French,English,redoutable,dreadful
French,English,un/une gestionnaire,a manager
French,English,basculer,to toggle
French,English,chuter,to plummet
French,English,une poussée,a push
French,English,modéré,moderate
French,English,un moine,a monk
French,English,éveiller,to stimulate
French,English,une goutte,a drop
French,English,une tente,a tent
French,English,un réalisateur,a director
French,English,une souris,a mouse
French,English,un renfort,a reinforcement
French,English,anéantir,to wreck
French,English,une punition,a punishment
French,English,une poule,a hen
French,English,tisser,to weave
French,English,un combustible,a fuel
French,English,un crâne,a skull
French,English,une vitrine,a display case
French,English,une récolte,a harvest
French,English,un rayonnement,a radiation
French,English,je suis retraité,I am retired
French,English,naïf,naive
French,English,un flot,a flow
French,English,enthousiaste,enthusiastic
French,English,un sous-sol,a basement
French,English,un redressement,a recovery
French,English,un extrait,an extract/excerpt
French,English,actionnaire,shareholder
French,English,"majoritaire, minoritaire","majority, minority"
French,English,chiffrer,to put a number on
French,English,une cloche,a bell
French,English,titulaire,title holder
French,English,mépriser,to despise
French,English,un engin,an engine
French,English,une lacune,a gap
French,English,une prétention,a claim
French,English,replier,to fold up
French,English,une méfiance,distrust
French,English,un panneau,a sign/panel
French,English,un commissariat,a police station
French,English,un loyer,a rent
French,English,octroyer,to bestow
French,English,pêcher,to fish
French,English,une relance,a relaunch
French,English,un reçu,a receipt
French,English,aisé,easy
French,English,détendre,to loosen
French,English,parier sur,to bet on
French,English,le petit coin,the bathroom
French,English,tais toi,Shut up
French,English,nombre,number
French,English,s'attarder,to linger
French,English,le plomb,the lead
French,English,un surcroît de travail,an increased workload
French,English,grossir,to get bigger
French,English,englober,to encompass
French,English,le état-major,the staff
French,English,réciproque,reciprocal
French,English,concurrentiel,competitive
French,English,omettre,to omit
French,English,couronner,to crown
French,English,une poitrine,a breast
French,English,un commerçant,a merchant
French,English,corrompre,to corrupt
French,English,une dérive,a drift
French,English,centrer,to center
French,English,un délégué,a delegate
French,English,mécontent,discontent
French,English,épouvantable,appalling
French,English,inverser,to invert
French,English,une teneur en eau,a water content
French,English,une poudre,a powder
French,English,fiable,reliable
French,English,pourparlers,talks (noun)
French,English,sommaire,summary
French,English,découper,to cut/carve
French,English,un timbre,a stamp
French,English,une grossesse,pregnancy
French,English,une réticence,reluctance
French,English,un versant,a slope
French,English,mon opposant,my opponent
French,English,un aval,downstream
French,English,contrevenant,offender
French,English,muet,mute
French,English,une courbe,a curve
French,English,une vitre,a glass pane
French,English,déguiser,to disguise
French,English,instruire,to instruct
French,English,une cote,a rating
French,English,un os,bone
French,English,un sursis,a reprieve
French,English,une trahison,a betrayal
French,English,une souplesse,flexibility
French,English,un revers,a setback
French,English,un serment,an oath
French,English,erroné,wrong
French,English,s'envoler,to fly away
French,English,capter,to capture
French,English,voiler,to veil
French,English,un abbé,a priest
French,English,prélever,to withdraw/remove
French,English,léguer,to pass down
French,English,pervers,pervert/kinky
French,English,un sauvetage,a rescue
French,English,grossier,rude/rough
French,English,prétendu,alleged
French,English,un sou,a cent
French,English,convaincant,convincing
French,English,un ralentissement,a slowdown
French,English,une fumée,a smoke
French,English,une mairie,a town hall
French,English,tâcher,to strive
French,English,un volant,A steering wheel
French,English,minime,minimal
French,English,une émeute,riot
French,English,une appartenance,ownership
French,English,un isolement,isolation
French,English,un comptable,an accountant
French,English,un golfe,a gulf
French,English,une frappe,a hit
French,English,médiatique,media
French,English,hurler,to howl
French,English,un remède,a cure
French,English,rassurant,reassuring
French,English,dédier,to dedicate
French,English,planer,to glide
French,English,précoce,early
French,English,un portable,laptop/cellphone
French,English,honteux,shameful
French,English,un asile,an asylum
French,English,sombrer dans l'abîme,to sink into the abyss
French,English,un diable,a devil
French,English,spontané,spontaneous
French,English,un suffrage,a vote
French,English,souscrire,to subscribe
French,English,une marée,a tide
French,English,haïr,to hate
French,English,impuissant,powerless
French,English,un confrère,a colleague
French,English,insérer,to insert
French,English,entre-temps,in the meantime
French,English,une panne,failure
French,English,gravir,to ascend
French,English,une fourniture,a supply
French,English,un apport,a contribution
French,English,un héritier,an heir
French,English,une cabine,a cabin
French,English,une défaillance,a failure
French,English,tardif,overdue
